Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v4.0 Base Score,CVSS v4.0 Base+Threat Score,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,EPSS Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"209654","","","None","127.0.0.1","tcp","0","OS Fingerprints Detected","Multiple OS fingerprints were detected.","Using a combination of remote probes (TCP/IP, SMB, HTTP, NTP, SNMP, etc), 
it was possible to gather one or more fingerprints from the remote system. 
While the highest-confidence result was reported in plugin 11936, “OS Identification”, 
the complete set of fingerprints detected are reported here.","n/a","","
Following OS Fingerprints were found

Remote operating system : Linux Kernel 6.12.25-amd64
Confidence level : 99
Method : uname
Type : general-purpose
Fingerprint : uname:Linux kali 6.12.25-amd64 #1 SMP PREEMPT_DYNAMIC Kali 6.12.25-1kali1 (2025-04-30) x86_64 GNU/Linux


Following fingerprints could not be used to determine OS : 
 HTTP:!:Server: NessusWWW

SSLcert:!:i/CN:Nessus Certification Authorityi/O:Nessus Users Unitedi/OU:Nessus Certification Authoritys/CN:kalis/O:Nessus Users Uniteds/OU:Nessus Server
1f138ca9e9cfafa1e3526e037a7dfdfbca7cf36a

","","","","","","","","","None","","","","2025/02/26","2025/03/03","","",""
"214404","CVE-2025-23083","5.0","High","127.0.0.1","tcp","0","Node.js 18.x < 18.20.6 / 20.x < 20.18.2 / 22.x < 22.13.1 / 23.x < 23.6.1 Multiple Vulnerabilities (Tuesday, January 21, 2025 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 18.20.6, 20.18.2, 22.13.1, 23.6.1. It is, therefore,
affected by multiple vulnerabilities as referenced in the Tuesday, January 21, 2025 Security Releases advisory.

  - A memory leak could occur when a remote peer abruptly closes the socket without sending a GOAWAY
    notification. Additionally, if an invalid header was detected by nghttp2, causing the connection to be
    terminated by the peer, the same leak was triggered. This flaw could lead to increased memory consumption
    and potential denial of service under certain conditions. This vulnerability affects HTTP/2 Server users
    on Node.js v18.x, v20.x, v22.x and v23.x. Impact: Thank you, to newtmitch for reporting this vulnerability
    and thank you RafaelGSS for fixing it. (CVE-2025-23085)

  - With the aid of the diagnostics_channel utility, an event can be hooked into whenever a worker thread is
    created. This is not limited only to workers but also exposes internal workers, where an instance of them
    can be fetched, and its constructor can be grabbed and reinstated for malicious usage. This vulnerability
    affects Permission Model users (--permission) on Node.js v20, v22, and v23. Impact: Thank you, to
    leodog896 for reporting this vulnerability and thank you RafaelGSS for fixing it. (CVE-2025-23083)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 18.20.6 / 20.18.2 / 22.13.1 / 23.6.1 or later.","http://www.nessus.org/u?68bc9901","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.18.2
","I","","","7.7","3.7","6.7","6.0","0.0006","Medium","","IAVB:2025-B-0012-S","","2025/01/21","2025/08/05","","",""
"214404","CVE-2025-23085","5.0","High","127.0.0.1","tcp","0","Node.js 18.x < 18.20.6 / 20.x < 20.18.2 / 22.x < 22.13.1 / 23.x < 23.6.1 Multiple Vulnerabilities (Tuesday, January 21, 2025 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 18.20.6, 20.18.2, 22.13.1, 23.6.1. It is, therefore,
affected by multiple vulnerabilities as referenced in the Tuesday, January 21, 2025 Security Releases advisory.

  - A memory leak could occur when a remote peer abruptly closes the socket without sending a GOAWAY
    notification. Additionally, if an invalid header was detected by nghttp2, causing the connection to be
    terminated by the peer, the same leak was triggered. This flaw could lead to increased memory consumption
    and potential denial of service under certain conditions. This vulnerability affects HTTP/2 Server users
    on Node.js v18.x, v20.x, v22.x and v23.x. Impact: Thank you, to newtmitch for reporting this vulnerability
    and thank you RafaelGSS for fixing it. (CVE-2025-23085)

  - With the aid of the diagnostics_channel utility, an event can be hooked into whenever a worker thread is
    created. This is not limited only to workers but also exposes internal workers, where an instance of them
    can be fetched, and its constructor can be grabbed and reinstated for malicious usage. This vulnerability
    affects Permission Model users (--permission) on Node.js v20, v22, and v23. Impact: Thank you, to
    leodog896 for reporting this vulnerability and thank you RafaelGSS for fixing it. (CVE-2025-23083)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 18.20.6 / 20.18.2 / 22.13.1 / 23.6.1 or later.","http://www.nessus.org/u?68bc9901","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.18.2
","I","","","7.7","3.7","6.7","6.0","0.0006","Medium","","IAVB:2025-B-0012-S","","2025/01/21","2025/08/05","","",""
"216936","","","None","127.0.0.1","tcp","0","PHP Scripting Language Installed (Unix)","The PHP scripting language is installed on the remote Unix host.","The PHP scripting language is installed on the remote Unix host.

Note: Enabling the 'Perform thorough tests' setting will search the file system much more broadly.
Thorough test is required to get results on hosts running MacOS.","n/a","https://www.php.net","
  Path               : /usr/bin/php8.4
  Version            : 8.4.6
  Associated Package : php8.4-cli: /usr/bin/php8.4
  INI file           : /etc/php/8.4/cli/php.ini
  INI source         : PHP binary grep
  Managed by OS      : True
","","","","","","","","","None","","","","2024/06/13","2025/07/28","","",""
"232856","","","None","127.0.0.1","tcp","0","OpenVPN Installed (Linux)","OpenVPN is installed on the remote Linux host.","OpenVPN is installed on the remote Linux host.

Note: Enabling the 'Perform thorough tests' setting will search the file system more broadly.","n/a","https://openvpn.net/","
  Path               : /usr/sbin/openvpn
  Version            : 2.6.14
  Associated Package : openvpn 2.6.14-1
  Managed by OS      : True
","","","","","","","","","None","","","","2025/03/19","2025/07/28","","",""
"236766","CVE-2025-23165","5.0","Medium","127.0.0.1","tcp","0","Node.js 20.x < 20.19.2 / 22.x < 22.15.1 / 22.x < 22.15.1 / 23.x < 23.11.1 / 24.x < 24.0.2 Multiple Vulnerabilities (Wednesday, May 14, 2025 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 20.19.2, 22.15.1, 22.15.1, 23.11.1, 24.0.2. It is,
therefore, affected by multiple vulnerabilities as referenced in the Wednesday, May 14, 2025 Security Releases advisory.

  - In Node.js, the ReadFileUtf8 internal binding leaks memory due to a corrupted pointer in uv_fs_s.file: a
    UTF-16 path buffer is allocated but subsequently overwritten when the file descriptor is set. This results
    in an unrecoverable memory leak on every call. Repeated use can cause unbounded memory growth, leading to
    a denial of service. Impact: Thank you, to Justin Nietzel for reporting and fixing this vulnerability.
    (CVE-2025-23165)

  - The C++ method SignTraits::DeriveBits() may incorrectly call ThrowException() based on user-supplied
    inputs when executing in a background thread, crashing the Node.js process. Such cryptographic operations
    are commonly applied to untrusted inputs. Thus, this mechanism potentially allows an adversary to remotely
    crash a Node.js runtime. Impact: Thank you, @panva and @tniessen, for reporting and fixing this
    vulnerability. (CVE-2025-23166)

  - A flaw in Node.js 20's HTTP parser allows improper termination of HTTP/1 headers using \r\n\rX instead of
    the required \r\n\r\n. This inconsistency enables request smuggling, allowing attackers to bypass proxy-
    based access controls and submit unauthorized requests. The issue was resolved by upgrading llhttp to
    version 9, which enforces correct header termination. Impact: Thank you, to kenballus for reporting this
    vulnerability and thank you RafaelGSS for fixing it. (CVE-2025-23167)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 20.19.2 / 22.15.1 / 22.15.1 / 23.11.1 / 24.0.2 or later.","https://nodejs.org/en/blog/vulnerability/may-2025-security-releases/","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.19.2
","I","","","6.2","3.7","5.4","3.6","0.0004","Medium","","IAVB:2025-B-0079","","2025/05/15","2025/05/16","","",""
"236766","CVE-2025-23166","5.0","Medium","127.0.0.1","tcp","0","Node.js 20.x < 20.19.2 / 22.x < 22.15.1 / 22.x < 22.15.1 / 23.x < 23.11.1 / 24.x < 24.0.2 Multiple Vulnerabilities (Wednesday, May 14, 2025 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 20.19.2, 22.15.1, 22.15.1, 23.11.1, 24.0.2. It is,
therefore, affected by multiple vulnerabilities as referenced in the Wednesday, May 14, 2025 Security Releases advisory.

  - In Node.js, the ReadFileUtf8 internal binding leaks memory due to a corrupted pointer in uv_fs_s.file: a
    UTF-16 path buffer is allocated but subsequently overwritten when the file descriptor is set. This results
    in an unrecoverable memory leak on every call. Repeated use can cause unbounded memory growth, leading to
    a denial of service. Impact: Thank you, to Justin Nietzel for reporting and fixing this vulnerability.
    (CVE-2025-23165)

  - The C++ method SignTraits::DeriveBits() may incorrectly call ThrowException() based on user-supplied
    inputs when executing in a background thread, crashing the Node.js process. Such cryptographic operations
    are commonly applied to untrusted inputs. Thus, this mechanism potentially allows an adversary to remotely
    crash a Node.js runtime. Impact: Thank you, @panva and @tniessen, for reporting and fixing this
    vulnerability. (CVE-2025-23166)

  - A flaw in Node.js 20's HTTP parser allows improper termination of HTTP/1 headers using \r\n\rX instead of
    the required \r\n\r\n. This inconsistency enables request smuggling, allowing attackers to bypass proxy-
    based access controls and submit unauthorized requests. The issue was resolved by upgrading llhttp to
    version 9, which enforces correct header termination. Impact: Thank you, to kenballus for reporting this
    vulnerability and thank you RafaelGSS for fixing it. (CVE-2025-23167)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 20.19.2 / 22.15.1 / 22.15.1 / 23.11.1 / 24.0.2 or later.","https://nodejs.org/en/blog/vulnerability/may-2025-security-releases/","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.19.2
","I","","","6.2","3.7","5.4","3.6","0.0004","Medium","","IAVB:2025-B-0079","","2025/05/15","2025/05/16","","",""
"236766","CVE-2025-23167","5.0","Medium","127.0.0.1","tcp","0","Node.js 20.x < 20.19.2 / 22.x < 22.15.1 / 22.x < 22.15.1 / 23.x < 23.11.1 / 24.x < 24.0.2 Multiple Vulnerabilities (Wednesday, May 14, 2025 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 20.19.2, 22.15.1, 22.15.1, 23.11.1, 24.0.2. It is,
therefore, affected by multiple vulnerabilities as referenced in the Wednesday, May 14, 2025 Security Releases advisory.

  - In Node.js, the ReadFileUtf8 internal binding leaks memory due to a corrupted pointer in uv_fs_s.file: a
    UTF-16 path buffer is allocated but subsequently overwritten when the file descriptor is set. This results
    in an unrecoverable memory leak on every call. Repeated use can cause unbounded memory growth, leading to
    a denial of service. Impact: Thank you, to Justin Nietzel for reporting and fixing this vulnerability.
    (CVE-2025-23165)

  - The C++ method SignTraits::DeriveBits() may incorrectly call ThrowException() based on user-supplied
    inputs when executing in a background thread, crashing the Node.js process. Such cryptographic operations
    are commonly applied to untrusted inputs. Thus, this mechanism potentially allows an adversary to remotely
    crash a Node.js runtime. Impact: Thank you, @panva and @tniessen, for reporting and fixing this
    vulnerability. (CVE-2025-23166)

  - A flaw in Node.js 20's HTTP parser allows improper termination of HTTP/1 headers using \r\n\rX instead of
    the required \r\n\r\n. This inconsistency enables request smuggling, allowing attackers to bypass proxy-
    based access controls and submit unauthorized requests. The issue was resolved by upgrading llhttp to
    version 9, which enforces correct header termination. Impact: Thank you, to kenballus for reporting this
    vulnerability and thank you RafaelGSS for fixing it. (CVE-2025-23167)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 20.19.2 / 22.15.1 / 22.15.1 / 23.11.1 / 24.0.2 or later.","https://nodejs.org/en/blog/vulnerability/may-2025-security-releases/","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.19.2
","I","","","6.2","3.7","5.4","3.6","0.0004","Medium","","IAVB:2025-B-0079","","2025/05/15","2025/05/16","","",""
"237200","","","None","127.0.0.1","tcp","0","Tornado Detection","A Tornado Python library is installed on the remote host.","A Tornado Python library is installed on the remote host. 

Note that Nessus has relied upon on the application's self-reported version
number.","n/a","https://python.Tornado.com/v0.1/docs/get_started/quickstart/","
  Path          : /usr/lib/python3/dist-packages/tornado-6.4.2.egg-info
  Version       : 6.4.2
  Managed by OS : True
","","","","","","","","","None","","","","2025/05/23","2025/07/28","","",""
"240237","CVE-2025-29087","7.5","Medium","127.0.0.1","tcp","0","SQLite 3.44.0 < 3.49.1 Multiple Vulnerabilities","The remote host is missing multiple security updates.","The version of SQLite installed on the remote host is 3.44.0 through 3.49.0 before 3.49.1. It is, therefore, affected
by multiple vulnerabilities:

  - In SQLite 3.44.0 through 3.49.0 before 3.49.1, the concat_ws() SQL function can cause memory to be written beyond 
    the end of a malloc-allocated buffer. If the separator argument is attacker-controlled and has a large string 
    (e.g., 2MB or more), an integer overflow occurs in calculating the size of the result buffer, and thus malloc may 
    not allocate enough memory. (CVE-2025-29087)

  - An integer overflow can be triggered in SQLite's `concat_ws()` function. The resulting, truncated integer is then 
    used to allocate a buffer. When SQLite then writes the resulting string to the buffer, it uses the original, 
    untruncated size and thus a wild Heap Buffer overflow of size ~4GB can be triggered. This can result in arbitrary 
    code execution. (CVE-2025-3277)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to SQLite 3.49.1 or later.","https://www.sqlite.org/cves.html","
  Path              : /bin/sqlite3
  Installed version : 3.46.1
  Fixed version     : 3.49.1
","","6.9","","","","","6.7","0.0006","High","","","","2025/06/23","2025/06/23","","",""
"240237","CVE-2025-29087","7.5","Medium","127.0.0.1","tcp","0","SQLite 3.44.0 < 3.49.1 Multiple Vulnerabilities","The remote host is missing multiple security updates.","The version of SQLite installed on the remote host is 3.44.0 through 3.49.0 before 3.49.1. It is, therefore, affected
by multiple vulnerabilities:

  - In SQLite 3.44.0 through 3.49.0 before 3.49.1, the concat_ws() SQL function can cause memory to be written beyond 
    the end of a malloc-allocated buffer. If the separator argument is attacker-controlled and has a large string 
    (e.g., 2MB or more), an integer overflow occurs in calculating the size of the result buffer, and thus malloc may 
    not allocate enough memory. (CVE-2025-29087)

  - An integer overflow can be triggered in SQLite's `concat_ws()` function. The resulting, truncated integer is then 
    used to allocate a buffer. When SQLite then writes the resulting string to the buffer, it uses the original, 
    untruncated size and thus a wild Heap Buffer overflow of size ~4GB can be triggered. This can result in arbitrary 
    code execution. (CVE-2025-3277)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to SQLite 3.49.1 or later.","https://www.sqlite.org/cves.html","
  Path              : /usr/bin/sqlite3
  Installed version : 3.46.1
  Fixed version     : 3.49.1
","","6.9","","","","","6.7","0.0006","High","","","","2025/06/23","2025/06/23","","",""
"240237","CVE-2025-3277","7.5","Medium","127.0.0.1","tcp","0","SQLite 3.44.0 < 3.49.1 Multiple Vulnerabilities","The remote host is missing multiple security updates.","The version of SQLite installed on the remote host is 3.44.0 through 3.49.0 before 3.49.1. It is, therefore, affected
by multiple vulnerabilities:

  - In SQLite 3.44.0 through 3.49.0 before 3.49.1, the concat_ws() SQL function can cause memory to be written beyond 
    the end of a malloc-allocated buffer. If the separator argument is attacker-controlled and has a large string 
    (e.g., 2MB or more), an integer overflow occurs in calculating the size of the result buffer, and thus malloc may 
    not allocate enough memory. (CVE-2025-29087)

  - An integer overflow can be triggered in SQLite's `concat_ws()` function. The resulting, truncated integer is then 
    used to allocate a buffer. When SQLite then writes the resulting string to the buffer, it uses the original, 
    untruncated size and thus a wild Heap Buffer overflow of size ~4GB can be triggered. This can result in arbitrary 
    code execution. (CVE-2025-3277)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to SQLite 3.49.1 or later.","https://www.sqlite.org/cves.html","
  Path              : /bin/sqlite3
  Installed version : 3.46.1
  Fixed version     : 3.49.1
","","6.9","","","","","6.7","0.0006","High","","","","2025/06/23","2025/06/23","","",""
"240237","CVE-2025-3277","7.5","Medium","127.0.0.1","tcp","0","SQLite 3.44.0 < 3.49.1 Multiple Vulnerabilities","The remote host is missing multiple security updates.","The version of SQLite installed on the remote host is 3.44.0 through 3.49.0 before 3.49.1. It is, therefore, affected
by multiple vulnerabilities:

  - In SQLite 3.44.0 through 3.49.0 before 3.49.1, the concat_ws() SQL function can cause memory to be written beyond 
    the end of a malloc-allocated buffer. If the separator argument is attacker-controlled and has a large string 
    (e.g., 2MB or more), an integer overflow occurs in calculating the size of the result buffer, and thus malloc may 
    not allocate enough memory. (CVE-2025-29087)

  - An integer overflow can be triggered in SQLite's `concat_ws()` function. The resulting, truncated integer is then 
    used to allocate a buffer. When SQLite then writes the resulting string to the buffer, it uses the original, 
    untruncated size and thus a wild Heap Buffer overflow of size ~4GB can be triggered. This can result in arbitrary 
    code execution. (CVE-2025-3277)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to SQLite 3.49.1 or later.","https://www.sqlite.org/cves.html","
  Path              : /usr/bin/sqlite3
  Installed version : 3.46.1
  Fixed version     : 3.49.1
","","6.9","","","","","6.7","0.0006","High","","","","2025/06/23","2025/06/23","","",""
"242134","CVE-2025-27209","7.5","Critical","127.0.0.1","tcp","0","Node.js 20.x < 20.19.4 / 22.x < 22.17.1 / 24.x < 24.4.1 Multiple Vulnerabilities (Tuesday, July 15, 2025 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 20.19.4, 22.17.1, 24.4.1. It is, therefore, affected by
multiple vulnerabilities as referenced in the Tuesday, July 15, 2025 Security Releases advisory.

  - The V8 release used in Node.js v24.0.0 has changed how string hashes are computed using rapidhash. This
    implementation re-introduces the HashDoS vulnerability as an attacker who can control the strings to be
    hashed can generate many hash collisions - an attacker can generate collisions even without knowing the
    hash-seed. While the V8 team does not classify this as a security vulnerability, the Node.js project
    considers it one due to its potential impact in real-world scenarios. Impact: Thank you, to sharp_edged
    for reporting this vulnerability and thank you targos for fixing it. (CVE-2025-27209)

  - An incomplete fix has been identified for CVE-2025-23084 in Node.js, specifically affecting Windows device
    names like CON, PRN, and AUX. This vulnerability affects Windows users of path.join API. Impact: Thank
    you, to oblivionsage for reporting this vulnerability and thank you RafaelGSS for fixing it.
    (CVE-2025-27210)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 20.19.4 / 22.17.1 / 24.4.1 or later.","https://nodejs.org/en/blog/vulnerability/july-2025-security-releases/","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.19.4
","I","","","9.1","5.5","7.9","6.1","0.0041","High","","IAVB:2025-B-0120","","2025/07/15","2025/07/18","","",""
"242134","CVE-2025-27210","7.5","Critical","127.0.0.1","tcp","0","Node.js 20.x < 20.19.4 / 22.x < 22.17.1 / 24.x < 24.4.1 Multiple Vulnerabilities (Tuesday, July 15, 2025 Security Releases).","Node.js - JavaScript run-time environment is affected by multiple vulnerabilities.","The version of Node.js installed on the remote host is prior to 20.19.4, 22.17.1, 24.4.1. It is, therefore, affected by
multiple vulnerabilities as referenced in the Tuesday, July 15, 2025 Security Releases advisory.

  - The V8 release used in Node.js v24.0.0 has changed how string hashes are computed using rapidhash. This
    implementation re-introduces the HashDoS vulnerability as an attacker who can control the strings to be
    hashed can generate many hash collisions - an attacker can generate collisions even without knowing the
    hash-seed. While the V8 team does not classify this as a security vulnerability, the Node.js project
    considers it one due to its potential impact in real-world scenarios. Impact: Thank you, to sharp_edged
    for reporting this vulnerability and thank you targos for fixing it. (CVE-2025-27209)

  - An incomplete fix has been identified for CVE-2025-23084 in Node.js, specifically affecting Windows device
    names like CON, PRN, and AUX. This vulnerability affects Windows users of path.join API. Impact: Thank
    you, to oblivionsage for reporting this vulnerability and thank you RafaelGSS for fixing it.
    (CVE-2025-27210)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Node.js version 20.19.4 / 22.17.1 / 24.4.1 or later.","https://nodejs.org/en/blog/vulnerability/july-2025-security-releases/","
  Path              : /usr/lib/python3/dist-packages/playwright/driver/node
  Installed version : 20.11.0
  Fixed version     : 20.19.4
","I","","","9.1","5.5","7.9","6.1","0.0041","High","","IAVB:2025-B-0120","","2025/07/15","2025/07/18","","",""
"242325","CVE-2025-6965","6.6","Medium","127.0.0.1","tcp","0","SQLite < 3.50.2 Memory Corruption","The remote host is missing multiple security updates.","The version of SQLite installed on the remote host is prior to 3.50.2. It is, therefore, affected
by a memory corruption issue. The vulnerability can occur where the number of aggregate terms could exceed the number of
columns available, leading to memory corruption.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to SQLite 3.50.2 or later.","https://www.sqlite.org/cves.html","
  Path              : /bin/sqlite3
  Installed version : 3.46.1
  Fixed version     : 3.50.2
","I","7.2","","6.4","","","9.4","0.0004","Medium","","IAVA:2025-A-0529","","2025/07/18","2025/07/18","","",""
"242325","CVE-2025-6965","6.6","Medium","127.0.0.1","tcp","0","SQLite < 3.50.2 Memory Corruption","The remote host is missing multiple security updates.","The version of SQLite installed on the remote host is prior to 3.50.2. It is, therefore, affected
by a memory corruption issue. The vulnerability can occur where the number of aggregate terms could exceed the number of
columns available, leading to memory corruption.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to SQLite 3.50.2 or later.","https://www.sqlite.org/cves.html","
  Path              : /usr/bin/sqlite3
  Installed version : 3.46.1
  Fixed version     : 3.50.2
","I","7.2","","6.4","","","9.4","0.0004","Medium","","IAVA:2025-A-0529","","2025/07/18","2025/07/18","","",""
